strategy,ann_return,ann_vol,sharpe,max_drawdown
TS_mean,0.1744590503333434,0.32566498159308027,0.5357009816650496,-0.5328565779978424
TS_CVaR,0.005877171407076652,0.15450034460677325,0.0380398595358149,-0.47084416530026674
SPY,0.12713134745957605,0.1788282212853895,0.7109132246900163,-0.3371724700173814
NVDA,0.5425522381744303,0.48475771560061126,1.119223522831838,-0.6633509779918759
Equal_Weight,0.20552638688376831,0.17683474751952738,1.1622511399297957,-0.33489590878692177
