ppc_index,label,arm_name,ppc_mean,ppc_q05,ppc_q95,realized_mean,realized_std,realized_n,frac_below_ppc_q05
1,TS_mean_port: EW_active,EW_active,0.0010698087906822295,-0.08594039360146455,0.0879162269378621,0.0006121406751674594,0.010776371324010312,252,0.0
2,TS_mean_port: MOM_top5,MOM_top5,0.0016415081375915613,-0.08241699756975657,0.08562494191627702,0.0008273559497791908,0.011403435570539201,252,0.0
3,TS_cvar_port: EW_active,EW_active,-1.3866990752370825,-153.02920222809368,148.9048166693129,0.0006121406751674594,0.010776371324010312,252,0.0
4,TS_cvar_port: MOM_top5,MOM_top5,-1.3866990752370825,-153.02920222809368,148.9048166693129,0.0008273559497791908,0.011403435570539201,252,0.0
