portfolio,ppc_mean,ppc_q05,ppc_q95,realized_mean,realized_std,realized_n,frac_below_ppc_q05
MOM_top5,0.0011683759788483979,-0.04132984863053904,0.043622129540670025,0.0008273559497791908,0.011403435570539201,252,0.003968253968253968
