strategy,ann_mu,ann_sigma,sharpe,sortino,max_dd
SPY_buy_and_hold,0.13112650602117493,0.1727055597262198,0.759248898698121,0.9125731482090301,-0.3574586532988132
TS_mean_port,0.1767492661544171,0.19710656068082788,0.8967193458396594,1.0788469173966917,-0.38895067825462204
TS_cvar_port,0.08739314888982948,0.07913800579323657,1.104313256492223,1.3813922978642807,-0.20292931128938219
EW_active,0.1490117570052399,0.17556555941035187,0.8487527821840762,1.0221288080300996,-0.35340828211084163
EW_top5vol,0.19075943133722773,0.27049427399655535,0.7052253954168989,0.9163996195805775,-0.5034698631652043
MOM_top5,0.20756921831593494,0.20406645332380316,1.0171648251590562,1.3055844077366434,-0.3297621784742152
LOWVOL_top5,0.08758657885327727,0.1367412626306732,0.6405277907213811,0.792427195816864,-0.21464749557173102
Markowitz_static,0.08739314888982948,0.07913800579323657,1.104313256492223,1.3813922978642807,-0.20292931128938219
